video_id,page_number,charts_number,example_num,term_id,sequence,real_duration,mean_duration_watched_all,std_duration_watched_all,std_duration,num_finished,num_watched,mean_times,max_times,num_watched_all,watched_area1,watched_area2,watched_area3,time_spent_ratio,emotion,emotion_change,speed,stt_accuracy,stt_low_accuracy_ratio,animation,hand_writing,example,charts,highlight,flag,radio,ratio_change,word_count
868b783fe8c34cceac01815421989d82,10,0,3,COMP107x_2016T1,47,546.87,544.378,192.158,254.78,546,764,1.012,6,500,[],"[(0.00092, 3.82), (4.0, 4.46913), (4.47, 4.521), (85.51, 88.56529), (88.75, 88.83267), (89.0, 92.89796), (92.97, 95.561), (95.67638, 95.8), (96.0, 96.0653), (96.82, 99.8), (99.81, 101.21625), (101.249, 101.38), (101.43291, 104.8), (105.0, 105.46), (105.52293, 105.53302), (114.71, 116.4843), (119.0, 119.265), (119.49177, 119.86327), (119.99481, 120.09065), (120.14392, 121.67472), (121.74011, 122.42278), (122.60216, 122.61469), (123.16791, 123.34), (123.41169, 123.61236), (123.62, 123.667), (124.0, 129.61879), (129.69, 129.70797)]",None,0.0,0.0,0.0,0.0,0.952266,0.166667,"119,16407:(221,227)(3778,3796)(5253,5270)(7020,7027)(7871,7885)(10248,10248)(10251,10265)(10966,10966)(11075,11075)(11184,11184)(11617,11617)(11808,11808)(11959,11959)(12102,12113)(12372,12372)(12523,12523)(15702,15717)","27,16407:(214,219)(228,230)(2452,2455)(7015,7018)(7028,7030)(10266,10269)(12114,12116)",0,,,0,0.115384615385,0.115384615385,1198
95e1fe39195d40029db3339b9545cd93,7,5,0,COMP107x_2016T1,2,375.68,418.286,172.454,215.091,6836,9361,1.11395,12,6231,"[(0, 79)]","[(0.0, 65.96382), (66.0, 66.9215), (66.97, 67.875), (68.0, 68.378), (68.381, 68.398), (68.433, 68.433), (68.44, 68.48), (69.0, 69.16775), (69.17079, 69.181), (69.18134, 69.24), (70.0, 70.299), (73.0, 73.134), (77.12, 77.30571), (77.36117, 77.38254), (77.39224, 77.4), (77.40927, 77.461)]",None,0.210285,0.0,0.0,0.0,0.95283,0.189189,"150,11271:(15,15)(45,47)(140,141)(146,161)(586,586)(589,589)(598,598)(602,602)(921,921)(925,925)(936,936)(1485,1486)(1489,1490)(1498,1498)(2290,2290)(2293,2293)(2296,2309)(2461,2462)(2682,2682)(3002,3002)(3279,3279)(3638,3638)(4206,4206)(4856,4858)(5206,5208)(5227,5228)(5265,5280)(6021,6021)(6615,6616)(6623,6631)(6634,6634)(6637,6637)(6836,6836)(7198,7206)(7831,7841)(8739,8739)(8854,8862)(9489,9489)(9702,9702)(9706,9706)(10193,10193)(10287,10287)(10653,10669)(11250,11250)(11256,11256)","12,11271:(6617,6619)(9707,9715)",0,,,0,0.253012048193,0.228915662651,736
ae99d64b267c4f179769a9e87f980e0b,5,0,1,COMP107x_2016T1,25,312.03,331.821,135.615,161.648,1128,1434,1.08247,8,1067,"[(51, 55), (87, 95), (154, 167)]","[(21.17419, 21.17625), (27.0, 27.0), (27.0, 27.06127), (27.55, 28.17163), (28.23431, 28.30501), (28.30994, 28.4337), (28.475, 28.50282), (28.55192, 28.57), (28.64112, 28.67303), (28.69, 28.76696), (28.77673, 28.83761), (28.88444, 30.59736), (30.59741, 30.99625)]",None,0.0801205,0.0,0.0,0.0,0.95124,0.178674,"49,9362:(36,38)(588,601)(2743,2761)(8054,8066)","3,9362:(8050,8052)",0,,,0,0.0714285714286,0.0714285714286,676
b10b0eac862f4f89beab908c4b1d358a,5,0,0,COMP107x_2016T1,35,274.86,281.608,92.1731,122.653,741,950,1.03879,5,696,"[(27, 36)]","[(15.96, 15.97193), (15.97492, 18.72833), (18.77284, 18.97), (19.09, 19.13896), (19.25318, 19.27), (20.00061, 20.05385), (22.0, 22.1658), (22.166, 22.31135), (22.31946, 22.339), (22.55183, 22.58972), (23.0, 49.23732), (49.4, 49.49245), (53.0, 53.037), (53.13, 53.30967), (54.0, 54.123), (54.16, 56.49282), (56.50158, 56.52799), (58.09, 58.4), (58.4, 58.43593), (58.50732, 58.816), (59.0, 61.27585), (61.31184, 61.33798), (62.09, 62.42625), (63.08708, 63.50593), (63.6, 63.682), (64.0, 64.23741), (64.30317, 64.43072), (65.0, 65.161), (65.19991, 65.32011), (65.70278, 65.70821), (66.24, 66.61478), (66.66176, 66.84275), (67.0, 67.14899), (68.0, 69.5), (69.57556, 69.77), (70.0, 70.04591), (70.1, 70.1183), (70.23761, 70.30125), (70.60088, 70.641), (71.0, 71.06759), (71.5, 71.86298), (71.88155, 72.37672)]",None,0.0327439,0.0,0.0,0.0,0.94827,0.1849,"58,8246:(474,476)(2077,2095)(4372,4388)(6964,6982)","16,8246:(465,472)(477,481)(4389,4391)",0,,,0,0.125,0.0625,623
ba35454baa764a52bcbdb22e29677fcf,6,4,3,COMP107x_2016T1,16,306.0,326.428,155.103,171.378,1877,2292,1.0902,17,1796,[],[],None,0.0,0.0,0.0,0.0,0.95681,0.164425,"75,9181:(25,35)(385,387)(1988,2000)(3693,3705)(4046,4046)(4272,4272)(4520,4520)(4685,4685)(5168,5180)(8137,8154)","30,9181:(20,23)(36,38)(374,383)(388,390)(1983,1986)(3689,3691)(3706,3708)",0,,,0,0.430769230769,0.323076923077,644
d33590f09c184840ab8a92f45f0654a1,7,3,1,COMP107x_2016T1,19,925.27,926.9,255.965,385.558,1408,1947,0.981693,5,1311,[],"[(0.10281, 54.97048), (55.0, 55.59779), (56.14435, 56.20656), (57.0842, 57.13165), (57.13165, 57.14815), (60.0, 60.39858), (60.39875, 60.56478), (60.58, 60.658), (61.0, 61.6), (61.66, 61.66865), (62.0, 62.64), (63.0, 63.12099), (64.0, 107.07214), (107.07214, 107.08007), (110.00869, 110.01181), (110.06, 110.081), (110.10755, 110.19104), (110.421, 110.4941), (266.0, 266.24), (266.30418, 266.34731), (266.52, 266.53387), (266.63029, 266.66158), (267.45, 313.9449), (314.0, 314.041)]",None,0.0,0.0,0.0,0.0,0.956081,0.158673,"116,27758:(18,29)(424,438)(2220,2235)(5075,5088)(6540,6540)(7665,7665)(8104,8104)(8338,8338)(8689,8689)(9121,9121)(9126,9126)(10215,10215)(10474,10474)(11251,11251)(11690,11690)(11697,11697)(12653,12655)(12659,12664)(18506,18506)(19172,19172)(19799,19799)(22664,22680)(26678,26695)","17,27758:(14,16)(30,32)(418,422)(2236,2238)(12665,12667)",0,,,1,0.633187772926,0.288209606987,2139
d5e5e1b26d1243e6a8eb85233e4bddcb,5,1,0,COMP107x_2016T1,39,299.08,293.408,99.9649,132.732,752,934,1.04225,5,710,[],[],None,0.0,0.0,0.0,0.0,0.956944,0.14497,"66,8972:(617,631)(3581,3581)(3584,3600)(6471,6488)(8063,8063)(8111,8113)(8173,8183)","4,8972:(8097,8100)",0,,,0,0.197183098592,0.140845070423,658
ec59ac19dda44ced8cacdddc495dabf6,4,0,0,COMP107x_2016T1,33,299.73,307.19,119.221,145.621,952,1181,1.09444,6,900,[],"[(1.0, 2.97857), (3.0, 3.60293), (3.74, 3.921), (3.97998, 4.32), (4.32408, 4.338), (5.0, 5.15881), (5.34, 5.40125), (5.43337, 5.4683), (5.48, 5.5375), (5.5375, 5.55271), (8.03397, 8.06749)]",None,0.0,0.0,0.0,0.0,0.952288,0.184588,"52,8992:(701,715)(3862,3876)(6358,6367)(6565,6565)(6746,6746)(6959,6959)(7004,7004)(7719,7719)(7811,7811)(7917,7917)(8407,8411)","1646,8992:(3877,3880)(6354,6356)(6368,6408)(6411,6563)(6566,6657)(6660,6744)(6747,6957)(6960,7002)(7005,7443)(7446,7531)(7534,7717)(7720,7809)(7812,7915)(7918,8028)",0,,,0,0.236363636364,0.145454545455,548
f93085d4873f4b29b5388e4bf0a8c5ad,5,1,0,COMP107x_2016T1,41,320.73,326.196,113.913,146.586,951,1151,1.06201,4,887,[],[],None,0.0,0.0,0.0,0.0,0.952911,0.191959,-1,,0,,,0,0.186666666667,0.146666666667,760
62d8d86a03a94d39b90bfd9ea4c2dd68,4,1,1,COMP102_1x,2,183.48,193.4,53.5914,79.0194,12513,14912,1.14716,13,11199,[],[],None,0.0,0.0,0.0,0.0,0.952998,0.183716,"7,4588:(47,47)(1200,1200)(1690,1690)(2787,2787)(3213,3213)(3770,3770)(4295,4295)","0,4588:",0,,,0,0.228571428571,0.0571428571429,483
924575c8e9cb4d519480aa7746f041f0,1,1,1,COMP102_1x,3,77.37,81.3261,22.6756,30.169,11584,12852,1.09448,9,10806,[],[],None,0.0,0.0,0.0,0.0,0.947934,0.19209,"2,1935:(231,231)(528,528)","0,1935:",0,,,1,0.769230769231,0.153846153846,179
b3fda93c4a834941833938476bb523a4,3,0,1,COMP102_1x,4,382.08,397.814,110.776,166.252,9505,11695,1.15839,43,8643,[],[],None,0.0,0.0,0.0,0.0,0.954228,0.185766,"10,9553:(58,58)(2065,2065)(3234,3234)(3676,3676)(4124,4124)(4242,4242)(7474,7474)(7571,7571)(7994,7994)(8412,8412)","0,9553:",0,,,1,0.59375,0.109375,839
14b3d3f3a4ed4717a57f0a5e48bde2e2,11,9,3,COMP102_1x,6,424.79,446.121,152.309,217.517,10265,16358,1.11222,80,8742,[],"[(0.0, 127.919), (128.0, 128.98755), (129.0, 129.306), (129.31183, 129.31859), (130.0, 130.12462), (130.12667, 130.13399), (130.14059, 130.159), (130.15946, 130.16898), (130.26, 130.26), (130.26122, 130.26458), (130.5, 134.87089), (135.0, 135.441), (136.0, 137.992), (138.0, 138.421)]",None,0.0,0.0,0.0,0.0,0.949858,0.180952,"23,10620:(15,15)(267,267)(2219,2219)(2665,2665)(2796,2796)(2867,2867)(3026,3026)(3266,3266)(3595,3595)(3856,3856)(3870,3870)(4011,4011)(4297,4297)(4750,4750)(4980,4980)(5047,5047)(5151,5151)(5260,5260)(5426,5426)(5684,5684)(6175,6175)(6386,6386)(7153,7153)","0,10620:",0,,,1,0.661538461538,0.323076923077,947
38aa62c9e953448c9c19d4fbc812aee9,7,5,2,COMP102_1x,7,295.38,315.896,105.307,150.768,10331,14543,1.12786,203,9135,[],"[(0.0, 27.762), (27.775, 27.781), (27.8, 27.801), (27.84, 27.858), (27.86662, 27.88506), (27.886, 27.9), (27.901, 27.918), (28.0, 28.42144), (28.42444, 28.4373)]",None,0.0,0.0,0.0,0.0,0.953256,0.160326,"14,7385:(2144,2144)(2300,2300)(3222,3222)(4692,4692)(5265,5265)(5425,5425)(5434,5435)(5657,5658)(5767,5768)(5885,5886)","0,7385:",0,,,1,0.7,0.22,731
6671babac9f14ca7b1b77bbc521d5e9a,4,0,1,COMP102_1x,8,424.58,431.829,134.087,201.101,6042,8147,1.06561,9,5380,[],"[(0.01758, 7.71628)]",None,0.0,0.0,0.0,0.0,0.951604,0.17734,"7,10615:(1309,1309)(2191,2191)(2720,2720)(3291,3291)(4746,4746)(6598,6598)(6899,6899)","0,10615:",0,,,1,0.953846153846,0.0461538461538,1029
52bc5a4bca5b484f9cdcd7fe25ca53ef,3,1,0,COMP102_1x,9,513.72,524.677,147.11,223.475,6143,7633,1.06396,9,5394,[],"[(0.1214, 1.6885), (1.7, 1.7013), (2.0, 2.19687), (2.19842, 2.2), (2.2, 2.201), (2.21546, 2.241), (2.25, 2.25315), (2.25583, 2.264)]",None,0.0,0.0,0.0,0.0,0.952922,0.185609,"15,12844:(346,346)(969,969)(2129,2129)(2497,2497)(2854,2854)(3279,3279)(3660,3660)(5266,5266)(5730,5730)(6436,6436)(7790,7790)(8169,8169)(8973,8973)(10107,10107)(11127,11127)","0,12844:",0,,,1,0.65,0.1875,1217
4b078470e65346ac916e7064b4642054,4,1,2,COMP102_1x,10,509.52,530.457,163.807,257.408,8001,13010,1.06065,6,6942,[],"[(0.0, 95.85034), (96.0, 96.661), (97.0, 97.37523), (98.0, 98.07723), (98.08127, 98.08888), (99.0, 99.00718), (99.3, 99.93449), (100.0, 100.45893), (101.0, 101.157), (103.30067, 103.32), (103.32, 103.341), (103.35168, 103.35838)]",None,0.0,0.0,0.0,0.0,0.955825,0.168363,"18,12739:(379,379)(1355,1355)(2034,2034)(2297,2297)(2988,2988)(3731,3731)(4081,4081)(4493,4493)(4922,4922)(5443,5443)(6088,6088)(6500,6500)(7090,7090)(8151,8151)(9370,9370)(10560,10560)(12375,12375)(12480,12480)","0,12739:",0,,,1,0.833333333333,0.166666666667,1262
34fa085d32834ea680d3f15267feeb05,5,4,1,COMP102_1x,11,278.64,283.57,83.2038,121.391,6934,8580,1.06525,9,6314,[],[],None,0.0,0.0,0.0,0.0,0.953539,0.166667,"114,6967:(16,16)(336,336)(611,611)(834,834)(1056,1056)(1545,1545)(1667,1667)(1976,1976)(1985,2008)(2198,2198)(2225,2225)(2285,2285)(2304,2304)(2320,2320)(2331,2331)(2350,2350)(2369,2369)(2387,2387)(2405,2405)(2425,2425)(2443,2443)(2462,2462)(2482,2482)(2485,2485)(2490,2490)(2509,2509)(2527,2527)(2546,2546)(2565,2565)(2584,2584)(2603,2603)(2622,2622)(2640,2640)(2659,2659)(2678,2678)(2696,2696)(2715,2715)(2735,2735)(2752,2752)(2772,2772)(2790,2790)(2809,2809)(2826,2826)(2844,2844)(2863,2863)(2881,2881)(2900,2900)(2919,2919)(2937,2937)(2955,2955)(2975,2975)(2993,2993)(3012,3012)(3031,3031)(3050,3050)(3069,3069)(3087,3087)(3105,3105)(3125,3125)(3145,3145)(3163,3163)(3181,3181)(3200,3200)(3214,3214)(3230,3230)(3247,3247)(3266,3266)(3285,3285)(3304,3304)(3317,3317)(3335,3335)(3355,3355)(3373,3373)(3391,3391)(3410,3411)(3423,3423)(3441,3441)(3460,3460)(3479,3479)(3498,3498)(3516,3516)(3535,3535)(3541,3541)(3809,3809)(5588,5588)(5750,5750)(6500,6500)(6539,6539)(6750,6750)(6875,6875)","274,6967:(3779,3798)(4190,4204)(4280,4282)(4285,4294)(4420,4432)(4662,4726)(5561,5576)(5728,5733)(5746,5748)(5751,5755)(5784,5788)(5825,5831)(5865,5870)(5874,5876)(5989,6001)(6048,6062)(6203,6226)(6386,6390)(6393,6413)(6455,6462)(6467,6477)",0,,,1,0.833333333333,0.111111111111,633
